column_a,account_id,district_id,frequency
1323,3037,44,MONTHLY ISSUANCE
1324,3372,23,MONTHLY ISSUANCE
1325,985,32,MONTHLY ISSUANCE
1326,6924,74,MONTHLY ISSUANCE
1327,3484,22,MONTHLY ISSUANCE
1328,700,20,MONTHLY ISSUANCE
1329,3289,1,MONTHLY ISSUANCE
1330,2638,5,MONTHLY ISSUANCE
1331,8316,70,MONTHLY ISSUANCE
1332,1634,77,MONTHLY ISSUANCE
1333,4825,15,MONTHLY ISSUANCE
1334,3650,8,MONTHLY ISSUANCE
1335,10942,44,WEEKLY ISSUANCE
1336,2922,16,MONTHLY ISSUANCE
1337,693,2,MONTHLY ISSUANCE
1338,2260,1,MONTHLY ISSUANCE
1339,538,70,MONTHLY ISSUANCE
1340,548,16,MONTHLY ISSUANCE
1341,941,8,MONTHLY ISSUANCE
1342,2155,58,MONTHLY ISSUANCE
1343,4519,8,MONTHLY ISSUANCE
1344,3539,42,MONTHLY ISSUANCE
1345,6511,72,MONTHLY ISSUANCE
1346,2569,2,MONTHLY ISSUANCE
1347,43,36,MONTHLY ISSUANCE
1348,1047,46,MONTHLY ISSUANCE
1349,3479,22,MONTHLY ISSUANCE
1350,2868,1,MONTHLY ISSUANCE
1351,4328,72,MONTHLY ISSUANCE
1352,5628,61,MONTHLY ISSUANCE
1353,3160,22,MONTHLY ISSUANCE
1354,1856,26,MONTHLY ISSUANCE
1355,154,46,MONTHLY ISSUANCE
1356,3030,65,MONTHLY ISSUANCE
1357,1938,1,MONTHLY ISSUANCE
1358,1870,10,MONTHLY ISSUANCE
1359,3275,74,MONTHLY ISSUANCE
1360,8492,2,MONTHLY ISSUANCE
1361,10093,1,WEEKLY ISSUANCE
1362,3805,9,MONTHLY ISSUANCE
1363,200,17,MONTHLY ISSUANCE
1364,2471,6,MONTHLY ISSUANCE
1365,352,39,MONTHLY ISSUANCE
1366,1291,1,MONTHLY ISSUANCE
1367,161,28,MONTHLY ISSUANCE
1368,711,70,MONTHLY ISSUANCE
1369,964,26,MONTHLY ISSUANCE
1370,1012,65,MONTHLY ISSUANCE
1371,4276,43,MONTHLY ISSUANCE
1372,901,60,MONTHLY ISSUANCE
1373,7765,52,WEEKLY ISSUANCE
1374,90,1,MONTHLY ISSUANCE
1375,5574,13,WEEKLY ISSUANCE
1376,741,54,MONTHLY ISSUANCE
1377,2819,35,MONTHLY ISSUANCE
1378,478,58,MONTHLY ISSUANCE
1379,2615,68,MONTHLY ISSUANCE
1380,3503,1,MONTHLY ISSUANCE
1381,3921,18,MONTHLY ISSUANCE
1382,662,21,MONTHLY ISSUANCE
1383,2654,56,MONTHLY ISSUANCE
1384,9627,65,ISSUANCE AFTER TRANSACTION
1385,2470,16,MONTHLY ISSUANCE
1386,427,8,MONTHLY ISSUANCE
1387,709,19,MONTHLY ISSUANCE
1388,629,31,MONTHLY ISSUANCE
1389,2606,1,MONTHLY ISSUANCE
1390,6738,62,MONTHLY ISSUANCE
1391,2912,74,MONTHLY ISSUANCE
1392,4995,20,WEEKLY ISSUANCE
1393,1022,33,WEEKLY ISSUANCE
1394,1797,24,MONTHLY ISSUANCE
1395,3497,76,MONTHLY ISSUANCE
1396,1848,1,MONTHLY ISSUANCE
1397,582,12,MONTHLY ISSUANCE
1398,3167,18,MONTHLY ISSUANCE
1399,1579,57,MONTHLY ISSUANCE
1400,610,74,MONTHLY ISSUANCE
1401,3536,24,MONTHLY ISSUANCE
1402,1017,14,MONTHLY ISSUANCE
1403,3017,75,MONTHLY ISSUANCE
1404,3112,38,MONTHLY ISSUANCE
1405,1360,71,MONTHLY ISSUANCE
1406,2747,1,MONTHLY ISSUANCE
1407,9192,1,MONTHLY ISSUANCE
1408,1398,62,MONTHLY ISSUANCE
1409,1246,58,MONTHLY ISSUANCE
1410,1592,38,MONTHLY ISSUANCE
1411,3728,10,MONTHLY ISSUANCE
1412,4131,5,MONTHLY ISSUANCE
1413,377,70,MONTHLY ISSUANCE
1414,1911,68,MONTHLY ISSUANCE
1415,635,21,MONTHLY ISSUANCE
1416,3625,3,MONTHLY ISSUANCE
1417,3425,70,MONTHLY ISSUANCE
1418,1327,65,MONTHLY ISSUANCE
1419,8776,64,MONTHLY ISSUANCE
1420,2798,70,MONTHLY ISSUANCE
1421,2401,16,MONTHLY ISSUANCE
1422,3612,70,MONTHLY ISSUANCE
1423,4580,9,MONTHLY ISSUANCE
1424,3226,65,MONTHLY ISSUANCE
1425,7523,63,MONTHLY ISSUANCE
1426,3533,74,MONTHLY ISSUANCE
1427,422,53,WEEKLY ISSUANCE
1428,3608,72,WEEKLY ISSUANCE
1429,1105,55,MONTHLY ISSUANCE
1430,2596,1,MONTHLY ISSUANCE
1431,9006,40,WEEKLY ISSUANCE
1432,3579,53,MONTHLY ISSUANCE
1433,710,25,MONTHLY ISSUANCE
1434,7546,43,MONTHLY ISSUANCE
1435,1766,28,MONTHLY ISSUANCE
1436,1292,3,MONTHLY ISSUANCE
1437,3797,64,MONTHLY ISSUANCE
1438,3478,30,MONTHLY ISSUANCE
1439,8899,1,WEEKLY ISSUANCE
1440,1975,19,MONTHLY ISSUANCE
1441,3049,61,MONTHLY ISSUANCE
1442,3730,17,MONTHLY ISSUANCE
1443,1714,72,MONTHLY ISSUANCE
1444,518,74,MONTHLY ISSUANCE
1445,6321,1,MONTHLY ISSUANCE
1446,3926,72,MONTHLY ISSUANCE
1447,1878,52,WEEKLY ISSUANCE
1448,3712,3,MONTHLY ISSUANCE
1449,2030,51,MONTHLY ISSUANCE
1450,3869,72,MONTHLY ISSUANCE
1451,1908,20,MONTHLY ISSUANCE
1452,3142,2,MONTHLY ISSUANCE
1453,1301,18,MONTHLY ISSUANCE
1454,3288,54,MONTHLY ISSUANCE
1455,318,36,MONTHLY ISSUANCE
1456,3336,51,MONTHLY ISSUANCE
1457,1653,1,MONTHLY ISSUANCE
1458,577,29,MONTHLY ISSUANCE
1459,2960,19,MONTHLY ISSUANCE
1460,2267,54,WEEKLY ISSUANCE
1461,1989,48,MONTHLY ISSUANCE
1462,1352,1,MONTHLY ISSUANCE
1463,851,15,MONTHLY ISSUANCE
1464,716,47,MONTHLY ISSUANCE
1465,3555,32,MONTHLY ISSUANCE
1466,6,51,MONTHLY ISSUANCE
1467,1828,1,MONTHLY ISSUANCE
1468,1333,21,MONTHLY ISSUANCE
1469,11359,61,MONTHLY ISSUANCE
1470,3457,54,MONTHLY ISSUANCE
1471,2627,76,MONTHLY ISSUANCE
1472,2025,19,MONTHLY ISSUANCE
1473,3975,20,MONTHLY ISSUANCE
1474,2905,74,MONTHLY ISSUANCE
1475,3827,1,MONTHLY ISSUANCE
1476,939,55,MONTHLY ISSUANCE
1477,1421,71,MONTHLY ISSUANCE
1478,1934,46,MONTHLY ISSUANCE
1479,3878,23,MONTHLY ISSUANCE
1480,2363,47,MONTHLY ISSUANCE
1481,1559,14,MONTHLY ISSUANCE
1482,2195,73,MONTHLY ISSUANCE
1483,1205,73,MONTHLY ISSUANCE
1484,2059,37,MONTHLY ISSUANCE
1485,2333,45,MONTHLY ISSUANCE
1486,3074,74,WEEKLY ISSUANCE
1487,2840,15,MONTHLY ISSUANCE
1488,2430,3,MONTHLY ISSUANCE
1489,2463,56,MONTHLY ISSUANCE
1490,3860,4,MONTHLY ISSUANCE
1491,2788,54,MONTHLY ISSUANCE
1492,8127,37,MONTHLY ISSUANCE
1493,596,31,MONTHLY ISSUANCE
1494,3622,53,MONTHLY ISSUANCE
1495,1312,23,MONTHLY ISSUANCE
1496,2742,23,MONTHLY ISSUANCE
1497,654,63,MONTHLY ISSUANCE
1498,4283,39,MONTHLY ISSUANCE
1499,2924,56,MONTHLY ISSUANCE
1500,3756,39,WEEKLY ISSUANCE
1501,2790,1,MONTHLY ISSUANCE
1502,67,16,MONTHLY ISSUANCE
1503,2949,1,MONTHLY ISSUANCE
1504,3849,75,MONTHLY ISSUANCE
1505,5422,66,MONTHLY ISSUANCE
1506,988,10,MONTHLY ISSUANCE
1507,3058,44,MONTHLY ISSUANCE
1508,1958,40,MONTHLY ISSUANCE
1509,1441,50,MONTHLY ISSUANCE
1510,1109,66,MONTHLY ISSUANCE
1511,2536,41,MONTHLY ISSUANCE
1512,1295,15,MONTHLY ISSUANCE
1513,3419,1,MONTHLY ISSUANCE
1514,1993,68,MONTHLY ISSUANCE
1515,1076,1,MONTHLY ISSUANCE
1516,960,4,ISSUANCE AFTER TRANSACTION
1517,201,63,MONTHLY ISSUANCE
1518,1168,29,MONTHLY ISSUANCE
1519,2365,42,MONTHLY ISSUANCE
1520,973,54,MONTHLY ISSUANCE
1521,3663,67,MONTHLY ISSUANCE
1522,3576,58,MONTHLY ISSUANCE
1523,4082,49,MONTHLY ISSUANCE
1524,2541,57,MONTHLY ISSUANCE
1525,4476,24,MONTHLY ISSUANCE
1526,2572,64,ISSUANCE AFTER TRANSACTION
1527,2377,77,MONTHLY ISSUANCE
1528,1554,47,MONTHLY ISSUANCE
1529,5632,5,WEEKLY ISSUANCE
1530,940,37,MONTHLY ISSUANCE
1531,1583,69,ISSUANCE AFTER TRANSACTION
1532,2218,19,MONTHLY ISSUANCE
1533,1708,22,MONTHLY ISSUANCE
1534,449,19,MONTHLY ISSUANCE
1535,2044,6,MONTHLY ISSUANCE
1536,11186,12,MONTHLY ISSUANCE
1537,29,7,MONTHLY ISSUANCE
1538,3752,1,MONTHLY ISSUANCE
1539,2028,7,WEEKLY ISSUANCE
1540,1294,71,MONTHLY ISSUANCE
1541,106,63,MONTHLY ISSUANCE
1542,2707,61,MONTHLY ISSUANCE
1543,2027,19,MONTHLY ISSUANCE
1544,3369,8,MONTHLY ISSUANCE
1545,9731,54,ISSUANCE AFTER TRANSACTION
1546,1578,48,MONTHLY ISSUANCE
1547,8411,20,MONTHLY ISSUANCE
1548,1919,18,MONTHLY ISSUANCE
1549,1307,56,MONTHLY ISSUANCE
1550,2121,64,MONTHLY ISSUANCE
1551,1436,3,MONTHLY ISSUANCE
1552,3489,9,MONTHLY ISSUANCE
1553,3348,4,MONTHLY ISSUANCE
1554,2809,73,MONTHLY ISSUANCE
1555,3364,21,WEEKLY ISSUANCE
1556,2546,1,MONTHLY ISSUANCE
1557,2343,68,MONTHLY ISSUANCE
1558,594,54,MONTHLY ISSUANCE
1559,4434,41,MONTHLY ISSUANCE
1560,359,11,MONTHLY ISSUANCE
1561,3279,46,WEEKLY ISSUANCE
1562,1011,45,MONTHLY ISSUANCE
1563,8856,15,MONTHLY ISSUANCE
1564,2808,1,MONTHLY ISSUANCE
1565,5357,70,MONTHLY ISSUANCE
1566,775,1,MONTHLY ISSUANCE
1567,2524,1,MONTHLY ISSUANCE
1568,3903,58,MONTHLY ISSUANCE
1569,802,15,MONTHLY ISSUANCE
1570,3567,5,MONTHLY ISSUANCE
1571,68,37,ISSUANCE AFTER TRANSACTION
1572,1417,75,MONTHLY ISSUANCE
1573,3643,1,MONTHLY ISSUANCE
1574,10728,71,MONTHLY ISSUANCE
1575,2384,40,MONTHLY ISSUANCE
1576,1835,74,MONTHLY ISSUANCE
1577,3621,32,MONTHLY ISSUANCE
1578,1394,32,MONTHLY ISSUANCE
1579,3006,64,MONTHLY ISSUANCE
1580,2322,33,MONTHLY ISSUANCE
1581,1331,59,MONTHLY ISSUANCE
1582,2355,1,MONTHLY ISSUANCE
1583,3482,70,MONTHLY ISSUANCE
1584,4503,50,MONTHLY ISSUANCE
1585,2077,29,MONTHLY ISSUANCE
1586,685,37,WEEKLY ISSUANCE
1587,2163,17,MONTHLY ISSUANCE
1588,2239,25,MONTHLY ISSUANCE
1589,1706,1,MONTHLY ISSUANCE
1590,7795,64,MONTHLY ISSUANCE
1591,3128,1,MONTHLY ISSUANCE
1592,2978,74,MONTHLY ISSUANCE
1593,3141,1,WEEKLY ISSUANCE
1594,3250,1,MONTHLY ISSUANCE
1595,1955,49,MONTHLY ISSUANCE
1596,5650,10,ISSUANCE AFTER TRANSACTION
1597,3641,7,MONTHLY ISSUANCE
1598,2923,43,MONTHLY ISSUANCE
1599,8092,54,MONTHLY ISSUANCE
1600,2421,18,MONTHLY ISSUANCE
1601,1437,50,MONTHLY ISSUANCE
1602,756,65,MONTHLY ISSUANCE
1603,3244,56,MONTHLY ISSUANCE
1604,10630,41,MONTHLY ISSUANCE
1605,3981,23,MONTHLY ISSUANCE
1606,3812,72,MONTHLY ISSUANCE
1607,4368,1,MONTHLY ISSUANCE
1608,2729,40,MONTHLY ISSUANCE
1609,2446,3,MONTHLY ISSUANCE
1610,839,16,MONTHLY ISSUANCE
1611,1625,1,MONTHLY ISSUANCE
1612,2563,48,MONTHLY ISSUANCE
1613,1414,58,MONTHLY ISSUANCE
1614,7562,72,WEEKLY ISSUANCE
1615,2185,67,MONTHLY ISSUANCE
1616,1446,57,MONTHLY ISSUANCE
1617,915,72,MONTHLY ISSUANCE
1618,3777,70,MONTHLY ISSUANCE
1619,2414,1,MONTHLY ISSUANCE
1620,9814,64,WEEKLY ISSUANCE
1621,2681,28,MONTHLY ISSUANCE
1622,484,1,MONTHLY ISSUANCE
1623,217,77,MONTHLY ISSUANCE
1624,9030,72,MONTHLY ISSUANCE
1625,2352,70,MONTHLY ISSUANCE
1626,1526,52,MONTHLY ISSUANCE
1627,3841,8,MONTHLY ISSUANCE
1628,270,27,MONTHLY ISSUANCE
1629,1914,27,MONTHLY ISSUANCE
1630,2054,1,MONTHLY ISSUANCE
1631,2111,42,WEEKLY ISSUANCE
1632,1769,39,MONTHLY ISSUANCE
1633,2663,64,MONTHLY ISSUANCE
1634,4103,38,MONTHLY ISSUANCE
1635,5735,52,MONTHLY ISSUANCE
1636,3362,73,MONTHLY ISSUANCE
1637,2755,20,MONTHLY ISSUANCE
1638,3235,8,MONTHLY ISSUANCE
1639,795,25,MONTHLY ISSUANCE
1640,1548,47,MONTHLY ISSUANCE
1641,650,3,MONTHLY ISSUANCE
1642,11042,72,MONTHLY ISSUANCE
1643,3421,31,MONTHLY ISSUANCE
1644,1112,48,MONTHLY ISSUANCE
1645,3583,40,MONTHLY ISSUANCE
1646,4001,54,MONTHLY ISSUANCE
1647,393,46,MONTHLY ISSUANCE
1648,2718,29,MONTHLY ISSUANCE
1649,1496,57,MONTHLY ISSUANCE
1650,2968,15,MONTHLY ISSUANCE
1651,1889,59,MONTHLY ISSUANCE
1652,789,39,MONTHLY ISSUANCE
1653,7614,62,MONTHLY ISSUANCE
1654,8159,26,MONTHLY ISSUANCE
1655,2151,38,MONTHLY ISSUANCE
1656,3865,50,MONTHLY ISSUANCE
1657,4109,54,MONTHLY ISSUANCE
1658,515,57,MONTHLY ISSUANCE
1659,3817,70,MONTHLY ISSUANCE
1660,2268,1,MONTHLY ISSUANCE
1661,388,59,MONTHLY ISSUANCE
1662,3623,59,MONTHLY ISSUANCE
1663,1967,26,WEEKLY ISSUANCE
1664,4727,2,MONTHLY ISSUANCE
1665,3466,64,MONTHLY ISSUANCE
1666,3297,53,MONTHLY ISSUANCE
1667,607,16,MONTHLY ISSUANCE
1668,1858,72,MONTHLY ISSUANCE
1669,3978,59,MONTHLY ISSUANCE
1670,70,8,MONTHLY ISSUANCE
1671,781,33,MONTHLY ISSUANCE
1672,10884,65,MONTHLY ISSUANCE
1673,2688,72,MONTHLY ISSUANCE
1674,1772,31,WEEKLY ISSUANCE
1675,2490,22,MONTHLY ISSUANCE
1676,2047,20,MONTHLY ISSUANCE
1677,3839,1,MONTHLY ISSUANCE
1678,1633,51,MONTHLY ISSUANCE
1679,763,1,MONTHLY ISSUANCE
1680,4161,1,MONTHLY ISSUANCE
1681,2431,74,MONTHLY ISSUANCE
1682,3753,28,MONTHLY ISSUANCE
1683,1778,15,MONTHLY ISSUANCE
1684,2911,33,MONTHLY ISSUANCE
1685,3710,1,MONTHLY ISSUANCE
1686,1702,56,MONTHLY ISSUANCE
1687,3737,34,MONTHLY ISSUANCE
1688,190,74,MONTHLY ISSUANCE
1689,2865,1,MONTHLY ISSUANCE
1690,3014,75,WEEKLY ISSUANCE
1691,2680,46,MONTHLY ISSUANCE
1692,1129,35,MONTHLY ISSUANCE
1693,3233,31,MONTHLY ISSUANCE
1694,1287,35,MONTHLY ISSUANCE
1695,9897,1,MONTHLY ISSUANCE
1696,30,36,MONTHLY ISSUANCE
1697,2367,28,MONTHLY ISSUANCE
1698,3826,34,MONTHLY ISSUANCE
1699,376,25,MONTHLY ISSUANCE
1700,1108,26,MONTHLY ISSUANCE
1701,108,53,MONTHLY ISSUANCE
1702,1802,75,MONTHLY ISSUANCE
1703,3230,1,MONTHLY ISSUANCE
1704,3989,19,MONTHLY ISSUANCE
1705,2723,75,MONTHLY ISSUANCE
1706,7859,52,MONTHLY ISSUANCE
1707,7606,21,MONTHLY ISSUANCE
1708,158,37,MONTHLY ISSUANCE
1709,6397,48,MONTHLY ISSUANCE
1710,150,73,MONTHLY ISSUANCE
1711,3402,76,WEEKLY ISSUANCE
1712,2810,66,MONTHLY ISSUANCE
1713,586,54,MONTHLY ISSUANCE
1714,1261,52,MONTHLY ISSUANCE
1715,2856,25,MONTHLY ISSUANCE
1716,288,25,MONTHLY ISSUANCE
1717,3750,77,MONTHLY ISSUANCE
1718,1174,70,MONTHLY ISSUANCE
1719,1306,1,MONTHLY ISSUANCE
1720,5541,43,MONTHLY ISSUANCE
1721,1,18,MONTHLY ISSUANCE
1722,981,66,MONTHLY ISSUANCE
1723,767,25,MONTHLY ISSUANCE
1724,608,32,MONTHLY ISSUANCE
1725,1757,75,MONTHLY ISSUANCE
1726,6609,16,MONTHLY ISSUANCE
1727,870,70,MONTHLY ISSUANCE
1728,227,27,MONTHLY ISSUANCE
1729,568,18,MONTHLY ISSUANCE
1730,1254,74,MONTHLY ISSUANCE
1731,1540,1,MONTHLY ISSUANCE
1732,1692,56,MONTHLY ISSUANCE
1733,1249,67,MONTHLY ISSUANCE
1734,95,1,MONTHLY ISSUANCE
1735,1561,66,MONTHLY ISSUANCE
1736,2540,54,MONTHLY ISSUANCE
1737,248,1,MONTHLY ISSUANCE
1738,9493,64,MONTHLY ISSUANCE
1739,5126,58,MONTHLY ISSUANCE
1740,231,22,MONTHLY ISSUANCE
1741,2203,47,MONTHLY ISSUANCE
1742,6910,76,MONTHLY ISSUANCE
1743,1986,46,MONTHLY ISSUANCE
1744,2839,70,MONTHLY ISSUANCE
1745,1479,54,MONTHLY ISSUANCE
1746,3147,54,MONTHLY ISSUANCE
1747,6289,64,MONTHLY ISSUANCE
1748,1590,77,MONTHLY ISSUANCE
1749,7418,21,MONTHLY ISSUANCE
1750,19,21,MONTHLY ISSUANCE
1751,842,62,MONTHLY ISSUANCE
1752,1821,70,MONTHLY ISSUANCE
1753,206,61,MONTHLY ISSUANCE
1754,3109,18,MONTHLY ISSUANCE
1755,7815,19,WEEKLY ISSUANCE
1756,7136,12,WEEKLY ISSUANCE
1757,1228,62,MONTHLY ISSUANCE
1758,893,53,MONTHLY ISSUANCE
1759,3702,53,MONTHLY ISSUANCE
1760,4852,47,MONTHLY ISSUANCE
1761,2750,13,MONTHLY ISSUANCE
1762,1046,1,MONTHLY ISSUANCE
1763,3729,31,MONTHLY ISSUANCE
1764,1862,19,WEEKLY ISSUANCE
1765,1309,1,MONTHLY ISSUANCE
1766,1315,13,MONTHLY ISSUANCE
1767,3321,17,MONTHLY ISSUANCE
1768,3231,73,MONTHLY ISSUANCE
1769,5724,14,ISSUANCE AFTER TRANSACTION
1770,3823,74,MONTHLY ISSUANCE
1771,2726,18,MONTHLY ISSUANCE
1772,1038,64,MONTHLY ISSUANCE
1773,7861,34,MONTHLY ISSUANCE
1774,819,20,MONTHLY ISSUANCE
1775,455,54,MONTHLY ISSUANCE
1776,3930,37,MONTHLY ISSUANCE
1777,4423,39,MONTHLY ISSUANCE
1778,267,38,MONTHLY ISSUANCE
1779,922,61,MONTHLY ISSUANCE
1780,3735,1,MONTHLY ISSUANCE
1781,3449,1,MONTHLY ISSUANCE
1782,2751,31,MONTHLY ISSUANCE
1783,404,41,MONTHLY ISSUANCE
1784,2547,74,MONTHLY ISSUANCE
1785,1248,22,MONTHLY ISSUANCE
1786,2331,8,MONTHLY ISSUANCE
1787,1010,61,MONTHLY ISSUANCE
1788,54,4,MONTHLY ISSUANCE
1789,2364,33,MONTHLY ISSUANCE
1790,1280,70,MONTHLY ISSUANCE
1791,2931,36,MONTHLY ISSUANCE
1792,10351,23,MONTHLY ISSUANCE
1793,3936,39,MONTHLY ISSUANCE
1794,5194,1,ISSUANCE AFTER TRANSACTION
1795,3464,25,MONTHLY ISSUANCE
1796,533,40,MONTHLY ISSUANCE
1797,3940,35,WEEKLY ISSUANCE
1798,4538,70,MONTHLY ISSUANCE
1799,454,7,MONTHLY ISSUANCE
1800,1183,12,MONTHLY ISSUANCE
1801,2323,72,MONTHLY ISSUANCE
1802,463,51,MONTHLY ISSUANCE
1803,285,17,MONTHLY ISSUANCE
1804,4105,58,MONTHLY ISSUANCE
1805,2525,45,MONTHLY ISSUANCE
1806,6434,1,MONTHLY ISSUANCE
1807,2919,77,MONTHLY ISSUANCE
1808,1741,21,MONTHLY ISSUANCE
1809,746,75,MONTHLY ISSUANCE
1810,256,37,MONTHLY ISSUANCE
1811,3845,48,MONTHLY ISSUANCE
1812,4014,56,ISSUANCE AFTER TRANSACTION
1813,2178,64,MONTHLY ISSUANCE
1814,2935,68,MONTHLY ISSUANCE
1815,544,32,MONTHLY ISSUANCE
1816,1720,35,MONTHLY ISSUANCE
1817,875,63,MONTHLY ISSUANCE
1818,733,49,WEEKLY ISSUANCE
1819,3251,59,MONTHLY ISSUANCE
1820,5358,4,MONTHLY ISSUANCE
1821,2521,63,MONTHLY ISSUANCE
1822,10963,16,MONTHLY ISSUANCE
1823,57,1,MONTHLY ISSUANCE
1824,4589,4,MONTHLY ISSUANCE
1825,490,45,MONTHLY ISSUANCE
1826,3386,2,MONTHLY ISSUANCE
1827,8998,61,MONTHLY ISSUANCE
1828,11349,1,WEEKLY ISSUANCE
1829,2969,29,MONTHLY ISSUANCE
1830,1530,70,MONTHLY ISSUANCE
1831,1642,64,MONTHLY ISSUANCE
1832,6358,3,MONTHLY ISSUANCE
1833,10001,24,MONTHLY ISSUANCE
1834,3186,10,MONTHLY ISSUANCE
1835,1059,8,MONTHLY ISSUANCE
1836,3624,32,WEEKLY ISSUANCE
1837,1974,42,MONTHLY ISSUANCE
1838,2559,32,MONTHLY ISSUANCE
1839,11069,37,MONTHLY ISSUANCE
1840,3874,51,MONTHLY ISSUANCE
1841,3520,72,MONTHLY ISSUANCE
1842,2018,42,MONTHLY ISSUANCE
1843,2877,37,MONTHLY ISSUANCE
1844,2642,68,MONTHLY ISSUANCE
1845,553,26,MONTHLY ISSUANCE
1846,1092,41,MONTHLY ISSUANCE
1847,471,47,MONTHLY ISSUANCE
1848,53,77,MONTHLY ISSUANCE
1849,1413,65,MONTHLY ISSUANCE
1850,5774,1,MONTHLY ISSUANCE
1851,3392,1,MONTHLY ISSUANCE
1852,1465,30,MONTHLY ISSUANCE
1853,1420,68,MONTHLY ISSUANCE
1854,1620,17,MONTHLY ISSUANCE
1855,4121,54,MONTHLY ISSUANCE
1856,754,1,MONTHLY ISSUANCE
1857,3045,1,MONTHLY ISSUANCE
1858,3453,13,MONTHLY ISSUANCE
1859,1696,43,MONTHLY ISSUANCE
1860,2139,8,MONTHLY ISSUANCE
1861,1793,56,MONTHLY ISSUANCE
1862,3725,33,MONTHLY ISSUANCE
1863,896,3,MONTHLY ISSUANCE
1864,3252,12,MONTHLY ISSUANCE
1865,808,69,MONTHLY ISSUANCE
1866,3601,54,MONTHLY ISSUANCE
1867,131,52,MONTHLY ISSUANCE
1868,3124,6,MONTHLY ISSUANCE
1869,7618,72,WEEKLY ISSUANCE
1870,807,76,WEEKLY ISSUANCE
1871,3847,33,MONTHLY ISSUANCE
1872,223,39,MONTHLY ISSUANCE
1873,2328,35,MONTHLY ISSUANCE
1874,1519,9,MONTHLY ISSUANCE
1875,10019,8,MONTHLY ISSUANCE
1876,458,7,MONTHLY ISSUANCE
1877,120,65,WEEKLY ISSUANCE
1878,1846,6,MONTHLY ISSUANCE
1879,2096,32,MONTHLY ISSUANCE
1880,2297,46,MONTHLY ISSUANCE
1881,7184,5,MONTHLY ISSUANCE
1882,2781,16,MONTHLY ISSUANCE
1883,1031,74,MONTHLY ISSUANCE
1884,3810,43,MONTHLY ISSUANCE
1885,1151,40,MONTHLY ISSUANCE
1886,1728,74,MONTHLY ISSUANCE
1887,9235,37,MONTHLY ISSUANCE
1888,3363,30,MONTHLY ISSUANCE
1889,3436,5,MONTHLY ISSUANCE
1890,2533,49,MONTHLY ISSUANCE
1891,99,1,MONTHLY ISSUANCE
1892,638,65,MONTHLY ISSUANCE
1893,2292,41,MONTHLY ISSUANCE
1894,1725,72,ISSUANCE AFTER TRANSACTION
1895,3410,39,MONTHLY ISSUANCE
1896,1597,68,MONTHLY ISSUANCE
1897,2041,48,MONTHLY ISSUANCE
1898,5742,74,ISSUANCE AFTER TRANSACTION
1899,4415,73,MONTHLY ISSUANCE
1900,4330,47,MONTHLY ISSUANCE
1901,3458,63,MONTHLY ISSUANCE
1902,3330,76,MONTHLY ISSUANCE
1903,6649,1,MONTHLY ISSUANCE
1904,3779,74,MONTHLY ISSUANCE
1905,1103,66,MONTHLY ISSUANCE
1906,731,5,MONTHLY ISSUANCE
1907,2307,60,MONTHLY ISSUANCE
1908,3474,23,MONTHLY ISSUANCE
1909,625,70,MONTHLY ISSUANCE
1910,1075,35,MONTHLY ISSUANCE
1911,2281,1,MONTHLY ISSUANCE
1912,3895,27,MONTHLY ISSUANCE
1913,5263,64,MONTHLY ISSUANCE
1914,5794,70,MONTHLY ISSUANCE
1915,1220,1,MONTHLY ISSUANCE
1916,1568,23,MONTHLY ISSUANCE
1917,1344,12,ISSUANCE AFTER TRANSACTION
1918,8547,14,WEEKLY ISSUANCE
1919,1135,1,MONTHLY ISSUANCE
1920,4263,5,MONTHLY ISSUANCE
1921,3532,73,MONTHLY ISSUANCE
1922,1251,34,WEEKLY ISSUANCE
1923,1936,70,MONTHLY ISSUANCE
1924,2244,46,MONTHLY ISSUANCE
1925,2310,15,MONTHLY ISSUANCE
1926,1994,42,MONTHLY ISSUANCE
1927,720,54,MONTHLY ISSUANCE
1928,1472,2,MONTHLY ISSUANCE
1929,2144,55,ISSUANCE AFTER TRANSACTION
1930,953,14,MONTHLY ISSUANCE
1931,4081,11,MONTHLY ISSUANCE
1932,10018,8,MONTHLY ISSUANCE
1933,2553,41,MONTHLY ISSUANCE
1934,2520,18,MONTHLY ISSUANCE
1935,1252,13,WEEKLY ISSUANCE
1936,3357,54,MONTHLY ISSUANCE
1937,6985,38,MONTHLY ISSUANCE
1938,2957,25,MONTHLY ISSUANCE
1939,4948,43,MONTHLY ISSUANCE
1940,1803,24,MONTHLY ISSUANCE
1941,2577,7,MONTHLY ISSUANCE
1942,1009,1,WEEKLY ISSUANCE
1943,2265,65,MONTHLY ISSUANCE
1944,675,58,MONTHLY ISSUANCE
1945,5033,54,MONTHLY ISSUANCE
1946,1971,41,MONTHLY ISSUANCE
1947,2830,20,MONTHLY ISSUANCE
1948,1927,42,MONTHLY ISSUANCE
1949,5118,72,MONTHLY ISSUANCE
1950,3203,23,MONTHLY ISSUANCE
1951,3270,30,MONTHLY ISSUANCE
1952,1520,48,MONTHLY ISSUANCE
1953,4681,70,MONTHLY ISSUANCE
1954,3902,1,MONTHLY ISSUANCE
1955,8327,1,WEEKLY ISSUANCE
1956,1203,72,MONTHLY ISSUANCE
1957,2608,19,MONTHLY ISSUANCE
1958,2206,45,MONTHLY ISSUANCE
1959,3216,3,MONTHLY ISSUANCE
1960,1122,13,MONTHLY ISSUANCE
